   54633 148.03  59.77   1.97
   55322 170.17  59.66   2.03
   55711 171.03  70.42   2.29
   56007 170.09  61.66   2.15
   57002 151.01  59.58   2.11
   57634 148.82  69.71   2.02
   58032 148.19  70.92   1.95
   58842 170.37  59.64   2.26
   59386 157.43  64.03   2.26
   59951 149.36  59.07   2.28
   60578 170.87  59.92   2.41
   61302 148.60  61.15   2.49
   61940 170.20  65.44   2.35
   62424 170.10  69.22   2.24
   62869 171.32  60.96   2.03
   63092 148.09  70.23   2.25
   63645 148.87  59.69   2.34
   64040 148.13  59.31   2.37
   64513 170.63  59.99   2.19
   65379 148.62  70.49   2.36
   65710 149.87  59.68   2.43
   65794 148.08  61.17   2.30
   66592 170.06  60.87   2.55
   66833 149.97  70.65   2.24
   67215 170.74  67.39   2.06
   67995 164.05  63.51   2.16
   68936 171.65  70.36   2.05
   69590 171.61  70.39   1.96
   70111 161.87  66.16   2.02
   70380 148.09  68.08   2.36
   70849 170.42  63.89   2.12
   70934 167.44  63.61   2.35
   71264 171.74  70.46   2.04
   71729 171.11  70.54   2.44
   72435 170.23  66.07   2.01
   72767 170.69  61.33   2.08
   73576 148.42  66.37   2.06
   74492 149.85  70.93   2.12
   74725 160.32  60.37   2.50
   75401 149.44  70.50   2.47
   75628 170.22  70.86   2.39
   76583 170.67  70.89   2.20
   77217 170.79  69.32   2.14
   77374 171.25  70.72   2.31
   77751 148.70  70.76   2.09
   78701 148.72  68.03   2.05
   79466 171.19  59.98   2.46
   79603 148.60  59.88   2.17
   80032 162.61  69.52   2.39
   80517 150.99  59.82   2.25
   80892 148.49  59.60   1.98
   81278 149.41  59.70   2.11
   81455 170.10  70.71   2.38
   81776 171.38  70.86   2.23
   82476 157.88  59.46   2.16
   82625 149.50  59.89   2.25
   83425 148.16  60.49   2.39
   84237 149.98  68.91   2.53
   85097 170.04  70.66   2.01
   86031 148.34  59.37   2.26
   86297 149.15  70.19   1.99
   86484 171.64  70.79   1.99
   87142 171.72  70.29   2.01
   87366 149.28  61.90   2.28
   88218 149.80  61.61   2.35
   88777 170.62  62.63   2.32
   89747 171.49  70.58   2.31
   89970 148.03  70.38   2.29
   90965 155.03  59.24   2.25
   91074 156.13  59.24   2.12
   91701 153.85  59.07   2.27
   92072 149.12  67.76   2.47
   92467 149.67  68.85   2.03
   93395 148.68  68.96   2.12
   94271 171.05  59.54   2.18
   94961 160.69  66.10   2.06
   95156 171.09  70.45   2.28
   95215 148.68  67.70   2.44
   95489 149.22  59.53   2.17
   96314 148.61  67.69   2.10
   96988 148.22  59.02   2.41
   97847 160.29  59.43   2.40
   98578 149.25  70.40   2.01
   99277 171.15  66.83   2.03
  100167 149.74  70.85   2.39
  100793 154.30  70.34   2.34
  101609 149.10  65.20   2.48
  102376 160.67  70.32   2.14
  102613 171.41  63.37   2.44
  102732 148.94  70.26   2.28
  103359 170.80  59.96   1.97
  103589 171.30  60.61   2.19
  104292 161.47  70.60   2.18
  104818 149.39  70.63   2.45
  105706 170.48  69.05   2.29
  106042 171.17  70.02   2.48
  107003 171.58  60.55   2.08
  107423 148.66  70.48   2.32
  108226 149.59  59.67   2.05
  108529 169.77  68.55   2.15
  109519 170.23  59.13   2.45
  109885 171.04  70.13   2.02
  110352 158.34  59.31   2.44
  110803 149.79  68.46   2.52
  110835 171.71  70.55   2.37
  111827 153.53  65.80   2.27
  112682 170.09  70.70   1.95
  113592 148.88  59.38   2.47
  114410 171.38  59.75   2.40
  115096 148.75  59.45   2.03
  115334 170.73  70.91   2.44
  115754 171.64  70.10   2.35
  116311 148.08  62.02   2.07
  116390 149.12  59.42   2.13
  116589 171.77  63.79   2.04
  116656 170.53  61.78   2.31
  116970 170.82  70.12   2.39
  117272 164.34  68.27   2.07
  118152 170.41  70.17   2.48
  118379 155.89  67.50   1.95
  118549 149.36  61.09   2.32
  118865 171.56  59.10   2.07
  118982 170.26  68.54   2.36
  119040 148.51  62.88   2.02
  119184 148.52  69.68   2.10
  119494 148.15  59.16   2.48
  120213 148.98  70.92   2.46
  120596 170.74  59.95   2.40
  120712 170.64  68.41   2.48
  121229 149.11  62.25   2.09
  121917 148.34  64.88   2.10
  122132 170.94  59.45   2.01
  122151 170.22  59.27   2.05
  123040 148.29  70.58   2.06
  123573 149.21  59.95   2.49
  124405 148.03  59.09   2.52
  125161 165.55  59.28   2.42
  125616 149.43  70.74   2.53
  126554 148.50  59.96   2.33
  126902 171.80  64.88   2.36
  127697 149.06  63.36   2.45
  128065 170.67  70.96   2.39
  128995 148.23  59.57   2.11
  129246 149.49  59.82   2.15
  130212 161.27  70.42   2.31
  130370 171.47  70.28   2.30
  130781 160.49  70.24   2.09
  130940 159.92  59.70   2.01
  130985 162.15  70.92   2.17
  131738 171.25  67.64   2.18
  132674 171.57  69.12   2.11
  133478 148.24  70.39   2.20
  133744 171.08  60.83   2.03
  134340 171.96  69.88   2.49
  134459 148.62  69.24   2.53
  135388 170.35  70.63   2.45
  135744 149.17  59.14   2.53
  135928 170.99  61.86   2.48
  136101 171.04  59.95   1.98
  137038 171.86  70.55   2.13
  137450 170.80  66.87   2.41
  138007 170.43  66.85   2.33
  138624 149.69  70.10   1.99
  138902 169.27  68.41   2.48
  139783 170.03  59.43   2.30
  140440 157.95  59.68   2.25
  140929 149.17  59.41   2.46
  141563 160.93  70.72   2.40
  142516 170.96  70.60   2.12
  142776 148.05  65.84   2.12
  142912 149.41  65.33   2.02
  143387 170.60  60.19   2.46
  144125 148.96  70.63   2.17
  144160 170.89  62.03   2.41
  144931 149.81  68.06   2.29
  145121 170.88  59.97   2.51
  145218 171.26  61.55   2.44
  145804 170.85  64.74   2.45
  146470 149.73  59.53   2.09
  146532 149.24  59.63   2.16
  147520 171.81  60.65   2.12
  147962 170.50  68.51   2.08
  148834 149.22  70.93   2.24
  149236 160.12  61.55   1.96
  149410 150.39  66.21   2.30
  149922 170.34  70.26   2.16
  150457 171.04  62.59   2.04
  150724 148.56  64.02   2.25
  151308 171.83  64.20   2.31
  151975 148.52  70.30   2.07
  152062 171.19  62.56   2.50
  152342 149.66  59.33   2.36
  153097 170.74  59.67   2.02
  153531 170.53  67.23   1.98
  153932 148.91  64.55   2.19
  153980 170.38  66.38   2.11
  154231 171.46  59.74   2.06
  155042 148.47  60.58   2.48
  155741 171.45  59.55   2.08
  156514 170.46  68.19   2.07
  156746 149.82  70.75   2.52
  157257 171.62  64.17   2.06
  157826 163.70  70.63   2.38
  158429 148.62  59.22   2.26
  159087 170.67  70.44   2.03
  159232 148.24  59.38   2.21
  159718 149.49  64.90   2.24
  160598 171.54  59.26   2.39
  161407 171.25  70.52   1.95
  162352 170.80  59.21   2.18
  163048 170.55  69.89   2.43
  163596 148.54  61.96   2.09
  163882 149.95  69.42   2.11
  164491 171.32  70.09   2.00
  165468 165.79  70.52   2.15
  165494 171.04  59.53   2.27
  166052 171.32  59.70   2.53
  166521 170.10  66.10   2.17
  167381 148.00  64.48   2.47
  167951 170.07  60.24   2.06
  168663 149.37  59.21   2.43
  169356 149.94  70.67   2.04
  169838 149.42  65.18   1.95
  169998 149.24  59.51   2.46
  170056 149.48  61.10   1.98
  170875 148.41  59.81   2.14
  171075 170.29  70.74   2.46
  171765 149.85  70.23   2.29
  172646 149.52  67.55   2.07
  172830 149.22  60.19   2.41
  173819 150.26  70.31   2.32
  174512 149.80  63.58   2.04
  175123 156.33  59.53   2.37
  175322 148.85  70.34   2.43
  175934 148.36  65.35   2.22
  176497 149.80  59.64   2.46
  176919 149.00  68.83   2.46
  177303 171.98  59.17   2.07
  177839 170.84  70.08   2.09
  177947 149.82  70.19   2.39
  178492 165.82  70.45   2.36
  178808 170.22  70.72   2.37
  179571 170.64  59.58   2.11
  179585 170.68  70.54   2.27
  179685 168.87  59.62   2.28
  180639 155.00  59.09   2.30
  180925 165.81  59.89   2.23
  181375 170.88  64.46   2.21
  182179 149.78  59.05   2.30
  182290 170.92  67.81   2.45
  182644 148.47  59.09   2.18
  183561 171.70  70.94   2.23
  184433 157.66  59.26   2.33
  184834 148.95  68.28   2.15
  185782 148.94  70.31   2.38
  185921 160.35  70.11   2.37
  186896 149.37  70.15   2.09
  187110 148.78  64.32   2.27
  187738 171.13  59.44   2.34
  188291 151.75  59.85   2.38
  188775 148.07  70.41   2.33
  189473 161.10  61.10   2.30
  190465 171.48  59.66   2.44
  190790 169.94  60.49   2.05
  191242 156.19  61.24   2.14
  191755 149.26  70.73   2.42
  191807 170.13  59.48   2.25
  192186 148.83  59.90   2.28
  192463 171.02  70.03   2.18
  193240 148.59  59.55   2.07
  193882 171.82  70.90   2.24
  194038 170.18  70.54   2.37
  194624 171.13  64.45   2.02
  195321 170.13  70.08   2.45
  195531 170.03  59.57   2.10
  196347 170.93  70.32   2.11
  196979 160.78  62.59   2.35
  197585 148.09  66.76   2.25
  197814 169.64  70.17   2.13
  198199 149.52  59.45   2.01
  198207 162.28  64.03   2.33
  198792 170.45  59.92   2.14
  199360 171.72  59.98   2.09
  199433 151.45  59.23   2.11
  200379 170.75  69.68   2.12
  200623 156.15  70.38   2.40
  201324 148.65  69.87   2.09
  201576 170.15  59.98   2.19
  202371 171.08  70.40   2.02
  202975 149.47  69.79   2.18
  203896 154.89  70.03   2.38
  204807 170.63  60.72   2.16
  205640 170.42  70.25   2.49
  206335 149.26  70.60   2.48
  206498 170.24  59.43   2.38
  207464 171.44  70.58   2.33
  208320 149.72  70.33   2.06
  209181 148.87  70.08   2.25
  210079 170.51  70.39   2.03
  210614 149.80  67.64   2.39
  210620 165.88  59.03   2.35
  211091 171.85  60.38   1.97
  212038 171.43  65.13   2.12
  212119 155.46  70.88   2.22
  212830 149.51  70.12   2.38
  213809 171.04  70.42   2.41
  214160 151.82  70.36   2.07
  214226 170.15  62.95   2.35
  214707 171.71  59.83   2.34
  215131 170.67  59.77   2.24
  216078 148.38  61.41   2.34
  216780 148.80  70.58   2.18
  217397 148.08  65.42   2.02
  218292 148.23  70.06   2.11
  218763 170.50  59.35   2.15
  219482 171.79  59.86   2.12
  220425 171.26  68.53   2.17
  220712 170.93  68.07   2.25
  220815 149.35  59.88   2.22
  221373 170.48  59.02   1.98
  222286 148.03  64.50   2.13
  222459 156.61  59.47   2.03
  222825 171.89  59.74   2.03
  223064 164.85  59.16   2.28
  223952 165.45  66.35   2.19
  224237 170.39  63.90   2.06
  224593 170.66  61.94   2.10
  224721 153.29  60.77   2.34
  224897 170.93  59.20   2.27
  225617 163.72  70.59   2.32
  226455 149.33  60.66   2.07
  227297 149.29  68.91   1.96
  228019 148.67  70.88   2.08
  228645 163.11  70.08   2.07
  229427 171.85  70.56   2.26
  230299 171.49  70.64   2.32
  231120 148.28  68.57   2.20
  231844 151.38  62.72   2.55
  232637 170.07  59.22   2.01
  233176 170.49  59.55   2.52
  233476 171.04  70.74   2.08
  233627 170.63  65.29   2.13
  234167 149.25  65.66   2.27
  234955 152.82  59.98   2.43
  235374 170.64  59.76   2.07
  236322 149.94  70.37   2.48
  236542 148.56  62.60   2.16
  237040 171.26  70.44   2.49
  237936 170.93  60.85   2.21
  238772 148.21  70.35   2.14
  239230 149.95  70.94   2.12
  240011 170.36  59.82   2.30
  240096 170.28  68.65   2.00
  240363 171.41  70.41   2.19
  240878 170.49  70.54   2.32
  241225 170.22  70.18   2.21
  241721 170.68  64.14   2.39
  242096 148.38  69.96   2.21
  242313 170.71  70.03   1.98
  243062 150.58  59.24   1.99
  243416 148.38  70.24   2.25
  243485 149.13  68.22   2.44
  243854 170.34  63.18   2.24
  244105 170.82  60.49   2.50
  244703 171.94  70.60   2.01
  245118 168.87  69.98   2.11
  245809 149.51  62.83   2.32
  246791 170.05  61.07   2.12
  247298 164.83  67.14   2.10
  248043 171.93  59.90   2.29
  248904 171.27  70.41   2.28
  249487 171.13  67.49   2.06
  249803 149.09  70.32   2.50
  250697 149.86  70.51   2.27
  251648 171.94  59.94   2.51
  252297 148.59  59.05   2.34
  253236 171.38  67.89   2.32
  253414 148.84  70.55   2.11
  254132 150.28  70.17   2.24
  254444 158.50  70.09   2.15
  255326 170.39  70.50   2.43
  255954 153.12  59.93   2.32
  255994 155.95  70.05   2.15
  256153 150.74  63.62   2.53
  256773 151.40  66.23   2.26
  257436 148.04  70.93   2.27
  257886 171.63  59.12   2.45
  258344 170.70  59.60   2.11
  258993 148.84  66.04   2.06
  259591 158.44  70.19   2.29
  260208 171.88  59.87   2.04
  260779 171.96  59.71   2.12
  260826 168.45  70.80   2.10
  261503 171.80  70.20   2.31
  262412 148.75  68.85   2.24
  262979 148.28  59.73   2.14
  263732 171.31  70.40   2.42
  264527 171.99  59.21   2.16
  264872 149.32  69.17   1.95
  264914 171.26  70.06   2.22
  265036 170.64  70.24   2.47
  265637 148.25  61.41   2.26
  266317 162.52  70.27   2.41
  266494 171.77  64.37   2.54
  267245 149.97  59.40   2.47
  268139 171.43  70.76   2.45
  268879 148.37  70.99   2.25
  269116 170.64  70.87   2.45
  269401 148.70  66.92   2.05
  270362 163.08  62.19   2.04
  271047 149.34  64.35   2.31
  271662 170.55  66.09   2.50
  271688 157.16  70.14   2.08
  271766 171.20  70.13   2.15
  271829 170.19  70.60   2.41
  272257 148.81  61.18   2.20
  273003 171.75  59.17   2.47
  273469 170.54  59.38   2.39
  274318 171.98  66.22   2.12
  274710 152.06  60.02   2.47
  275346 153.32  60.17   2.00
  275513 171.00  59.46   2.29
  276411 149.79  68.48   2.47
  276472 148.41  66.76   2.04
  277142 171.88  66.96   2.23
  277299 148.37  70.84   2.04
  277926 152.19  70.64   2.09
  278353 170.01  59.54   2.19
  278540 170.45  70.71   2.43
  278914 170.84  67.67   2.03
  278918 170.71  59.09   2.07
  278950 148.19  70.34   2.25
  279885 171.14  59.41   2.07
  280634 149.85  70.22   2.54
  281153 171.89  67.35   2.45
  281961 149.50  70.65   2.30
  282883 149.99  70.74   1.98
  283464 171.48  59.21   2.04
  284081 165.67  67.81   2.48
  284106 148.93  70.98   2.11
  284486 149.62  63.51   2.10
  285458 149.64  60.62   2.06
  285903 171.78  70.58   2.13
  286634 149.11  70.69   2.01
  286645 149.90  69.59   2.41
  286680 164.87  60.48   2.27
  286822 148.63  66.35   2.35
  287161 170.29  70.29   2.28
  287212 152.42  59.91   2.49
  287732 149.86  70.09   2.03
  288367 171.81  68.67   2.30
  289003 167.00  70.03   2.36
  289262 149.54  59.83   2.23
  289295 148.41  70.83   2.23
  289878 165.45  70.03   2.09
  290344 148.14  69.01   2.44
  291046 148.26  70.45   2.39
  291381 148.77  64.66   2.48
  291559 148.15  59.11   2.06
  291793 149.69  59.85   2.52
  292264 168.15  61.56   2.35
  292321 149.78  69.45   2.18
  292385 150.64  59.98   2.36
  293363 148.77  59.27   2.47
  293716 170.13  59.52   2.12
  293717 155.47  62.87   2.46
  294517 148.13  62.02   2.18
  294690 149.04  63.65   2.05
  295354 149.06  70.82   2.42
  295941 170.90  59.01   2.05
  296094 149.35  70.73   2.28
  296495 158.46  70.12   2.41
  296682 171.63  70.90   2.04
  297517 149.88  61.86   2.44
  297583 165.13  70.40   2.42
  298309 171.84  59.26   2.01
  298677 170.37  62.50   2.00
  299572 153.41  66.60   2.26
  299627 170.88  70.04   2.16
  299940 171.98  59.74   2.28
  300926 167.06  70.56   2.20
  301078 148.01  60.19   2.32
  301324 170.44  70.68   2.18
  301737 171.39  59.44   2.43
  301795 152.65  70.94   2.04
  302507 171.16  69.86   2.33
  303032 153.62  69.91   2.45
  303165 171.80  63.45   2.00
  303987 171.32  70.04   1.96
  304535 148.56  59.07   2.22
  304801 154.57  70.32   2.15
  305655 170.41  59.57   2.28
  305677 149.96  61.74   2.16
  305862 148.53  59.31   2.13
  306672 148.15  70.65   2.42
  307334 154.53  59.20   2.50
  307484 170.50  62.54   2.17
  307912 171.55  70.71   2.23
  308800 171.60  70.02   2.17
  309319 162.84  59.12   2.31
  309937 149.23  70.66   2.45
  309940 165.16  70.20   2.13
  310118 170.90  60.44   2.44
  310419 171.43  59.59   2.13
  311079 149.15  70.48   2.31
  312022 170.48  70.19   2.09
  312212 149.42  70.16   2.23
  312549 149.34  70.70   2.53
  312957 149.78  69.04   2.30
  313806 170.30  70.04   2.15
  314024 167.16  70.56   2.12
  314109 171.98  70.36   2.50
  314866 148.97  59.29   2.32
  315341 171.39  62.28   2.44
  315372 153.27  66.95   2.49
  315820 170.08  70.24   2.27
  316104 149.49  70.33   2.21
  316336 148.75  59.11   2.29
  316587 163.93  59.81   2.34
  317145 148.48  67.45   2.23
  317398 148.37  67.95   2.47
  317662 159.20  68.08   2.19
  318198 155.39  65.23   2.55
  318422 158.76  70.80   2.36
  319350 171.63  67.15   2.24
  319624 154.96  62.33   2.24
  320124 151.87  66.63   2.49
  320470 170.82  65.96   2.11
  321171 158.16  66.65   2.24
  321582 149.18  60.33   2.19
  321996 149.63  69.62   2.32
  322173 148.22  66.07   1.99
  323156 149.38  66.02   2.41
  323599 171.94  70.32   2.53
  324245 170.91  60.42   2.05
  324960 171.46  59.05   2.16
  325051 149.80  70.02   2.29
  325075 164.27  59.21   2.33
  325138 148.16  64.92   2.38
  325972 159.40  68.89   2.45
  326127 160.52  70.12   2.20
  326973 149.47  59.35   2.44
  327440 171.74  63.82   2.32
  328119 155.63  59.87   2.21
  328407 148.47  59.48   2.52
  328407 148.95  59.84   2.29
  329391 160.53  59.18   2.26
  330027 149.34  67.30   2.38
  330211 148.42  59.77   2.19
  330687 171.00  70.95   2.36
  331252 170.72  63.63   2.05
  331358 159.81  70.61   2.05
  331943 171.04  59.50   2.01
  332278 171.01  70.67   2.09
  333269 148.99  61.63   1.96
  333872 148.58  70.44   2.08
  334859 171.51  66.99   2.22
  335725 149.20  70.06   2.47
  336140 168.86  66.75   2.26
  336286 148.84  70.43   1.98
  337157 148.25  70.07   2.27
  338145 171.78  65.26   2.13
  339129 171.52  70.05   2.26
  339316 148.43  67.62   2.07
  340284 170.97  59.92   2.35
  340453 148.14  69.20   2.11
  340784 171.53  59.83   2.26
  341776 149.81  59.81   2.47
  341931 150.63  70.75   2.44
  342249 163.21  60.00   2.42
  342780 171.58  69.08   2.49
  343582 149.64  70.25   2.53
  343849 149.15  70.56   2.42
  344302 149.40  59.08   2.00
  345218 160.10  67.54   2.14
  346163 170.03  70.20   2.42
  346860 170.84  60.66   2.40
  346941 171.76  60.38   2.21
  347845 171.09  70.86   2.37
  348170 170.10  59.73   2.47
  348250 148.17  60.03   2.26
  348485 148.95  59.63   2.45
  348802 170.60  70.71   2.31
  348845 170.16  59.89   2.11
  348862 171.15  59.52   2.24
  349572 171.14  59.59   2.32
  349726 171.56  59.56   1.95
  350541 149.14  65.24   2.37
  350913 170.40  62.81   2.38
  351313 170.18  60.27   2.09
  351696 148.24  59.15   2.49
  351858 171.67  59.04   1.96
  352548 170.79  66.42   2.31
  352625 171.10  69.78   2.10
  353433 148.12  62.71   2.09
  354285 148.05  70.18   2.21
  354406 149.90  70.43   2.05
  354767 149.32  68.27   2.15
  355660 149.72  64.11   2.49
  356199 170.04  59.47   2.46
  356523 171.29  59.61   2.07
  357255 167.69  61.74   2.00
  357264 148.81  66.33   2.20
  357459 149.40  64.60   2.44
  358196 148.87  61.71   2.03
  358701 171.22  60.69   2.30
  359589 148.99  70.73   2.41
  360447 170.68  59.67   2.12
  360949 148.12  69.26   2.09
  361430 149.21  70.55   2.04
  361483 171.65  59.34   2.50
  362401 148.81  70.16   2.01
  363327 171.87  68.27   2.03
  363384 169.31  70.14   2.42
  364284 149.11  62.47   2.37
  364423 149.74  70.44   2.06
  365050 170.23  59.09   2.15
  365861 170.89  59.65   2.25
  366405 153.44  59.61   2.19
  367178 171.18  59.79   2.55
  367498 149.83  67.23   2.30
  367570 148.51  70.46   2.39
  368009 151.66  59.39   2.04
  368025 149.00  59.89   2.49
  368568 164.52  59.71   2.04
  368601 170.63  61.28   2.06
  369236 170.52  63.82   2.17
  369257 170.17  70.21   2.46
  369980 149.87  70.86   2.49
  370433 169.27  59.92   2.11
  371419 170.78  59.11   2.18
  371420 162.93  62.43   2.28
  371993 149.45  62.41   2.23
  372377 148.44  59.75   2.29
  373112 170.69  61.39   2.33
  373510 170.30  68.00   2.21
  374260 149.55  61.40   2.07
  374809 148.51  70.21   2.45
  375232 148.31  66.09   2.23
  375645 170.17  70.11   2.18
  376381 171.05  65.68   2.21
  376719 170.27  59.49   2.47
  377095 148.97  68.13   2.43
  377522 149.33  67.57   2.43
  378411 148.09  59.99   1.95
  379318 148.47  64.92   2.40
  379976 148.99  59.01   2.48
  380052 170.67  59.51   2.38
  380900 162.20  70.06   2.43
  381492 170.82  59.17   2.00
  381819 171.84  61.92   2.31
  382266 171.59  59.75   2.23
  382334 170.84  65.93   2.32
  383278 171.85  70.88   2.13
  383622 170.56  63.28   2.09
  384147 148.84  62.95   2.50
  384192 171.56  70.68   2.37
  384497 149.19  65.28   2.39
  385151 171.50  59.69   2.06
  385810 170.85  69.44   2.43
  386515 148.30  62.10   2.39
  386528 148.84  70.14   2.41
  386764 171.02  63.77   2.10
  387218 148.13  59.02   2.44
  387865 148.29  64.88   2.13
  387892 157.72  63.31   2.52
  388551 170.47  59.74   2.05
  389313 148.56  63.39   2.15
  389758 157.99  70.08   2.44
  390545 148.25  59.98   2.40
  390625 149.22  59.65   2.36
  390924 149.46  68.71   2.02
  391744 171.06  69.83   2.50
  392316 149.57  59.46   2.29
  392632 148.73  70.51   2.00
  392815 148.12  62.90   2.23
  393689 149.85  64.63   2.32
  393764 149.66  62.39   2.43
  394575 171.43  59.39   2.28
  394684 152.79  70.53   2.48
  394739 170.46  59.56   2.32
  395326 170.76  62.43   2.05
  396260 149.27  59.17   2.09
  397210 171.29  59.74   2.34
  397652 170.17  70.44   2.54
  398109 149.40  64.36   2.39
  398426 149.50  63.74   2.17
  398787 148.63  59.88   2.44
  399378 148.78  67.84   2.04
  400337 170.63  60.18   2.08
  400397 157.37  65.40   2.50
  401283 148.63  59.10   2.30
  402117 171.62  70.09   2.33
  402512 148.38  65.99   2.16
  403426 152.64  70.06   2.04
  404332 171.78  61.12   2.06
  404771 148.15  60.16   2.45
  405756 154.80  59.70   2.21
  406313 148.70  59.04   2.47
  406836 166.41  59.93   2.28
  407513 171.21  59.29   2.34
  408484 171.95  63.20   2.24
  409281 149.54  62.16   1.97
  409523 149.77  64.81   2.42
  410264 149.14  70.13   2.45
  410642 169.20  70.66   2.03
  411547 170.16  60.02   2.25
  412063 171.07  59.26   2.29
  412323 171.04  67.36   2.26
  412612 158.15  59.98   2.31
  412839 148.65  69.16   2.16
  413343 170.64  70.72   2.11
  414165 149.09  69.52   2.06
  414751 169.03  60.02   2.36
  415355 171.06  59.88   2.29
  415628 150.04  70.53   2.48
  416617 171.86  64.29   2.05
  417521 149.28  59.74   1.97
  417701 148.79  66.86   1.95
  418640 171.14  62.48   2.37
  418775 148.25  60.53   2.07
  419751 149.87  69.33   2.46
  420315 171.96  70.55   2.00
  421051 148.25  70.05   2.01
  421661 148.94  59.83   2.51
  422337 148.34  69.15   2.37
  422419 170.55  59.24   2.24
  422602 171.46  70.59   2.25
  423492 170.29  66.04   2.39
  424102 170.05  67.97   2.43
  425096 160.55  63.04   2.12
  425636 170.49  67.32   2.09
  426603 171.70  59.26   1.95
  426630 148.28  61.54   2.14
  427556 148.30  68.47   2.26
  427707 148.41  70.67   2.52
  427866 148.29  62.33   2.42
  428074 149.89  66.02   2.33
  428716 149.94  70.96   2.24
  429227 148.45  61.95   2.03
  429989 170.26  70.04   2.14
  430340 148.92  62.95   2.18
  430419 150.11  69.52   2.43
  431223 167.57  65.40   2.37
  432014 170.84  66.65   2.18
  432898 167.64  69.77   2.21
  433802 152.31  62.51   2.39
  434350 149.19  62.78   2.47
  435193 149.46  70.51   2.21
  435463 170.55  69.18   2.29
  436038 149.94  59.02   2.35
  436472 149.94  59.28   2.27
  437088 148.04  70.33   2.17
  437790 171.80  64.34   2.45
  438280 170.22  63.65   2.02
  438560 162.91  62.27   2.49
  439192 171.14  59.20   2.35
  439366 148.93  63.27   2.15
  439752 171.37  67.21   2.33
  439774 171.23  70.23   2.33
  440600 167.07  70.38   2.12
  441025 149.12  70.82   2.46
  441419 148.32  65.98   2.15
  441557 162.84  63.19   2.03
