dam 2714.176722 1838.813425 1166.189502
hereupon 2334.048998 313.390369 2512.249873
inquisitive 482.098358 458.706202 130.390255
illustrated 1822.878424 116.347893 1814.320260
moray 882.563587 1498.807036 2246.073703
theistic 2897.114478 28.511893 2885.035474
backstops 299.356960 34.099167 326.976903
attains 214.034020 2318.692259 2356.772568
eagle 2036.967846 2094.920213 92.060886
vacationer 2384.546803 1226.524207 1508.170479
entail 2509.180068 2454.724196 504.009905
brownier 1825.779739 1869.211678 192.429404
sandbagged 866.858853 126.558031 751.013553
immune 1851.015436 1152.964154 1953.568078
crossfire 228.324674 1784.174979 1880.961157
soakings 334.462570 1290.332453 1334.648985
privilege 268.790748 1837.561898 1863.048896
trademark 1268.578581 1190.756982 380.189145
strolled 1256.722758 1527.712903 2307.767184
relates 1330.682083 1364.131020 762.892527
defray 1323.327873 384.649368 1378.572139
allocations 115.147562 159.601984 230.793216
prevaricate 1633.286445 1958.756631 1780.548200
denying 124.511844 600.495786 677.092436
famished 1059.015343 1232.458597 2090.503841
capitalists 233.449877 129.244472 194.546025
corroding 721.983257 865.758508 1061.222062
ameba 2079.519344 2106.084210 46.797251
runny 2127.916564 2765.551689 766.382203
fabled 591.464876 589.637622 12.883437
unexciting 340.687684 2387.242508 2617.148097
vacillation 1209.484973 1197.228895 23.909288
itinerants 1073.961746 845.704618 349.863133
lecherous 236.684783 650.410957 661.280435
republic 1123.240640 345.639941 1096.457726
inconveniencing 2033.161613 257.905009 2053.152204
hugger 712.622191 664.482100 379.968084
retracted 2650.259917 2718.985896 172.963836
nonalcoholic 418.243653 1749.551177 1715.395474
iguanas 1276.355203 110.674340 1254.755384
desalinating 1196.958112 2174.904502 2352.743383
curiosities 658.935367 681.356639 547.208660
misidentifying 3.254842 1.216830 2.202277
zebra 1073.867691 838.283510 1900.087623
baluster 1413.181810 1080.325385 1382.502382
plusses 2519.885090 2536.772075 267.442731
warmers 45.275850 33.021083 20.166289
retain 1585.318377 715.230553 1508.811953
cancers 1267.809279 844.385819 1910.540290
clacks 1161.442496 1388.247520 305.101999
dialings 92.187434 104.183223 33.214434
bloodcurdling 1785.472576 1269.285949 1241.176630
belays 2003.761868 483.701101 1745.833218
jailer 8.315479 41.877213 38.274658
momentous 449.292151 125.234271 380.114280
desiccate 1250.588636 176.579924 1153.888227
crowds 390.326839 311.833620 401.431979
fooled 2105.287672 363.260767 1948.443193
disciple 1144.119427 114.407978 1222.562850
creepy 2211.887586 1034.351969 1623.274595
ethnology 370.924102 1624.934668 1383.526649
flipper 90.740993 228.565799 243.420910
junction 406.376224 236.994487 256.044255
liras 1043.135395 255.597885 894.129315
underscores 2071.736513 2056.064207 356.606350
consumings 1291.095973 1308.811371 97.391931
ultimata 723.956448 200.792728 578.275655
breastwork 1883.524722 164.246990 2014.495239
kapok 1304.551406 1019.089336 1605.450648
sturdiness 801.463883 294.104148 871.269150
house 702.888241 950.073612 305.128247
witched 160.820049 1740.196720 1900.393862
hoboing 777.508018 573.936117 905.251739
strangeness 614.558620 2369.109786 2642.628111
anodyne 2120.214090 2269.390513 261.062699
sleekness 2213.970252 392.507149 2252.781576
instal 1504.512533 1604.261108 316.716332
disgrace 65.868215 354.371468 343.745588
welcomes 1617.509100 1665.374678 404.850677
placentas 1342.793934 1619.935174 2121.349744
ablution 636.324258 2290.367010 2890.616801
smoothes 1032.355333 359.777963 1232.926750
gyps 2654.853365 95.446313 2635.888733
continuances 2459.702054 1463.907082 1096.388149
deltas 893.518396 1614.730208 1127.261819
matchboxes 1001.394836 444.975864 729.680174
psychokinesis 697.847023 2578.402527 2457.438608
choosier 1013.793214 37.047284 1048.811089
pulpiest 1310.748203 775.485086 1519.686384
braise 271.927920 218.285321 423.338635
guitarist 1139.827061 1074.240944 326.440392
diehard 1072.249424 1103.405491 1389.404989
mudslingers 1151.699985 1249.930316 159.974484
whinier 2328.557491 390.298773 2554.179930
mechanically 201.747806 2704.946138 2664.050302
tike 2097.338696 1992.644041 428.564121
fled 1610.561439 529.940852 1504.180105
vainglorious 1711.929742 2309.262856 1447.931877
torching 890.278279 172.642111 1022.072105
bedlams 1958.471617 2221.910054 676.557927
rosette 2094.431663 1516.932341 1005.617135
polled 195.792642 245.423890 67.095112
encouragement 1180.684915 1092.104804 374.896574
compassionately 169.910345 2796.082241 2722.966733
hunchback 12.114487 34.081410 45.270771
starfish 2244.177892 605.571999 2482.433204
manhandles 207.370230 463.775387 416.808552
furriers 2377.740620 2283.438133 1149.833355
rollicks 695.614854 771.799028 366.446929
midget 1665.887229 1469.244918 599.481903
underlay 380.367490 765.497063 861.756108
cloaking 632.444145 1456.507777 1163.151232
spindle 618.270403 424.766226 489.813826
fonds 945.080843 658.351182 582.093872
binding 1424.159029 457.322959 1840.109413
jaundicing 1876.078759 610.177085 1305.696541
foursquare 540.488276 105.394706 553.873584
cabanas 1272.154031 1264.831570 32.091793
neutralizer 1188.963418 24.449999 1189.028821
grouches 2253.587149 1543.680551 1712.832512
impugned 895.423255 877.397984 21.805528
jells 456.209186 103.137653 535.932860
motored 591.654161 27.540432 598.324154
compartmentalizes 661.354048 1184.500180 1024.004117
searches 482.104453 440.227434 447.902079
intervening 1103.796819 1755.810346 1157.429148
verandas 691.795643 666.041383 122.389610
lab 378.230302 281.385388 426.608904
resubmitting 1077.268456 379.706675 1067.759751
pattern 208.386204 138.591366 73.683374
anorak 165.041193 1622.479191 1652.430302
twinkled 429.933668 2346.393725 2386.262455
tasted 393.962690 62.790246 332.100519
runoffs 1634.390334 835.244799 1941.211638
aforesaid 201.905971 1927.688362 1940.173433
cheeseburger 1308.278054 1250.265643 322.972035
milepost 184.460938 109.798620 119.610791
invoking 1556.822388 1606.586700 838.157148
yesterday 992.934340 2180.671271 1201.205590
winced 46.018394 40.762281 39.876148
lengthwise 330.903521 1771.739473 1674.226869
mince 798.014420 807.583494 71.201022
telemarketing 2106.475893 110.402811 2177.041063
floaters 9.479680 9.797589 0.458779
access 2453.566247 28.123511 2481.582647
furniture 195.301384 1744.892775 1745.468461
gaged 1784.724986 297.741561 1900.830352
historian 2338.114473 1890.793901 1268.226488
retrogression 1687.774874 715.423476 1463.420706
properest 224.256392 224.194106 14.949326
dignifying 77.480606 76.048009 4.397716
forte 2251.604088 787.727341 1754.741092
ables 361.903880 315.920607 198.674975
ceremonies 630.218784 376.905432 571.056928
astronomers 211.216780 19.257699 208.483763
antiqued 1198.707021 2333.002280 1792.983104
inroad 1739.028241 392.644624 1610.835103
profaned 333.543963 628.366348 699.982122
tanning 1478.458570 1469.415146 13.783880
cardiology 1942.373565 152.195605 2016.428289
veld 284.879253 154.177778 202.162931
constrains 142.858570 631.908248 559.570993
unreasonably 1963.228145 412.377055 2207.803780
vacating 15.646454 34.879911 22.976277
macho 1498.150108 1490.663137 2782.497225
jeopardize 869.487897 711.899355 330.964628
corking 1142.416114 1111.006709 267.082524
disagreement 2433.335458 1440.671302 1643.388390
abstinent 848.075239 1382.988964 2163.555356
ladyfinger 2115.452944 873.782904 1334.278339
backbiters 1896.696796 514.941192 2010.808242
injurious 1924.335802 317.852943 2233.429026
nucleic 1746.803010 1701.654645 120.443505
bluffer 743.251052 832.645363 128.412208
scruples 1412.972146 1179.211934 1108.716780
betokened 2411.353429 2509.591664 258.708735
thud 832.525743 2276.802113 1935.664480
dabbing 553.539033 2091.926048 2182.266932
rudders 967.272577 809.102287 1476.042489
wino 181.251271 2545.579807 2689.273357
vastest 2389.662868 585.317270 1948.522156
stunningly 2564.795533 414.065672 2284.337808
sieving 323.569370 460.068850 398.739363
thrushes 1125.081818 620.775199 959.067070
deliveries 2511.606951 367.440977 2747.925170
cormorant 1528.636617 118.245132 1490.820642
shortcomings 599.638954 1126.388076 1463.371515
taxies 366.110805 1557.489249 1304.349654
crucifixion 81.877038 82.330805 1.397674
unnecessary 671.859930 191.974496 790.486775
horsetails 40.566303 489.465515 462.076420
caulks 1726.028278 1287.576976 652.108435
knitwear 1532.660298 1110.933053 561.350143
tapeworms 48.135557 1187.574773 1214.829412
spurted 2254.081188 1030.553685 2449.445726
busily 1451.620806 1441.764130 15.808678
stoppage 1131.675027 1223.634033 218.875368
walleyes 1333.144342 508.187671 1213.115135
overdosing 121.463760 2321.607835 2213.907050
dishonesty 1049.207836 297.254099 1024.970826
mongoose 476.092903 440.819587 106.249548
masculine 1729.353341 2221.577978 1187.571523
obligation 2469.869682 539.208421 2154.133710
falser 546.037522 503.777401 488.998999
mystify 399.336315 79.259174 386.528758
letter 4.952910 4.828322 1.460971
gladiolas 2115.236219 113.269448 2142.758763
undersigns 1358.797074 632.386991 1533.432603
wintrier 792.571156 1454.297555 1354.176833
recruits 7.591339 12.751529 13.440738
machinations 361.466868 2430.375739 2409.356413
felicity 742.037463 276.271680 953.980237
legends 704.729211 534.743223 560.083422
entourages 351.321781 736.884821 671.905470
rubbernecked 1267.144954 1330.897268 1481.095497
salting 217.606113 2464.147201 2511.074188
peanut 93.213297 620.084726 591.100213
adjustors 1778.951080 1886.745144 2122.912777
disbands 178.099422 210.203938 39.044401
tuning 934.976171 1151.879847 1092.132634
misconceives 768.340801 2.683595 769.284779
milkiness 461.438573 1956.302258 1692.613876
milliliters 239.210492 1777.224690 1816.685010
subordinates 951.497620 964.879061 632.977327
anaemia 699.388273 681.389375 400.895180
dirt 173.682699 1144.391114 1028.699613
biasing 2622.410219 674.225176 2291.614656
yelps 2348.424190 268.491710 2578.624382
mammary 2182.812061 2768.843425 712.651686
capacities 39.726999 2174.378364 2144.760944
fissure 996.214042 835.978550 242.349413
demographic 73.426318 304.971353 267.258267
apothecary 41.834128 1063.670648 1082.089402
grassy 492.779014 1747.109978 2159.507242
zing 914.124130 427.081888 895.402933
apparition 508.459941 500.912885 796.009747
ports 143.899105 457.298077 381.649136
outclass 701.000589 42.107007 717.459615
driftwood 693.522456 651.279591 1020.204318
libertarian 2122.871253 850.708682 1802.003101
forays 557.507672 320.906510 746.264134
gavels 10.201698 3.040455 13.045625
muezzins 8.870903 38.814198 33.950332
safariing 1807.091729 657.387522 1987.464338
schmoozed 170.232396 190.810982 257.388101
exhibitionism 432.237806 325.629040 292.025141
skitters 837.158897 1040.725798 414.073383
slosh 1725.558528 1724.243576 23.830301
decolonization 574.682600 64.662796 634.994833
resignation 466.397260 709.499940 775.871205
unseats 2227.959978 2132.522710 1249.529716
capitalism 853.360700 546.989153 866.749664
teleconference 1165.730423 302.623572 1306.532030
ascots 2492.294137 1050.378123 1891.843026
membranous 1094.986594 394.578839 799.022508
glutting 996.944368 521.779938 1185.673801
typographical 620.021332 1545.173916 1013.996741
quadruped 938.387382 1620.714204 2356.832919
recentest 2587.686599 2715.631650 520.321853
antiques 819.939560 2326.867390 2639.820774
conduits 167.817256 322.449110 328.668243
carries 1796.221620 734.794763 1805.527281
extrapolation 1195.507109 759.410211 1421.348942
cantatas 2025.218421 2540.502148 702.652702
gleamings 785.905503 2070.032929 1632.374026
slap 1056.534907 1131.759817 222.643255
cameoing 1720.911698 1440.109685 386.650552
bastardizes 1775.781457 2372.314497 1305.287820
dungeoning 2341.851866 2411.973787 574.835679
unclothes 409.328803 36.165415 410.650874
roan 514.755397 1995.512049 2220.192941
quavery 1330.098163 313.782037 1208.885917
sobbing 730.921034 567.810035 218.700380
emigrant 779.628063 1987.942925 2097.902278
tunics 521.787866 2024.655160 2152.043450
despatched 1622.641375 1319.710421 848.332820
conquering 889.037359 224.301653 982.799491
mommies 282.508332 34.597963 288.330591
erratas 32.865358 31.907990 46.697749
umbrellaed 458.986934 712.971216 838.839851
emasculate 325.482541 433.260495 118.408460
gyrating 173.078440 414.389024 319.947789
shutouts 1915.768413 386.000838 2125.319625
epaulette 105.221943 33.344711 113.993766
shared 279.553078 1454.691391 1287.958864
coffeecake 1227.317916 1250.872733 340.665645
twaddling 2138.425632 1061.962070 2548.219027
persimmons 664.767226 1710.365461 2357.085682
forefinger 1249.769840 933.407697 1922.802692
roseate 391.590504 1308.017318 1259.172469
copyrighted 1576.775869 1924.428448 2338.176293
flake 1966.771450 920.418560 2432.681752
traumata 1933.219260 1051.035131 887.606677
downfall 127.662516 1486.737297 1491.812152
pacing 1252.628834 1372.362058 281.244572
pettiest 414.138518 1782.747740 1765.075437
vital 2006.793952 223.527606 2158.642934
coatings 570.566890 213.421727 658.237478
gosling 821.016031 1140.702251 513.911344
relabels 1061.449517 2071.434460 2480.176147
unsolicited 792.451319 836.038157 827.651882
offsprings 104.792025 166.453292 199.325677
soppier 440.127456 549.896008 355.123408
linage 226.287520 2731.900857 2879.049128
tined 1420.568430 1151.459491 1219.090570
dapples 31.790514 282.289988 272.819885
northwestward 1648.604182 373.041625 1389.952801
curtsies 1856.992913 1478.712767 388.178012
falsities 148.123000 8.598396 152.021825
ghettos 1283.166408 173.454016 1330.205497
lampshades 405.951804 220.144005 504.042120
compressing 821.993945 1705.717928 1221.955678
boots 2122.907421 610.954913 1955.660999
debunks 656.487809 90.674383 654.306340
fores 1799.796720 342.067502 1668.974447
midwives 338.103704 401.939371 153.665181
roping 365.599782 1134.572969 1395.464394
renunciations 261.545990 1344.230738 1530.433672
acculturation 958.706977 1301.724411 1465.796534
overawed 1752.402273 827.941999 2066.002752
interweaves 1696.044935 1592.926510 1698.232476
debarks 2050.104359 578.110853 1848.147353
proletarians 221.321414 71.941584 287.687173
chopping 159.906361 222.152230 157.884968
fiancé 2132.897895 1570.731367 1114.495028
forging 2635.705834 639.227707 2543.187626
unrealistic 1179.884110 1151.681011 1304.839213
rehash 435.431996 1003.384935 998.420273
unify 363.764357 383.740266 79.175853
gads 421.899598 643.996064 824.965773
widening 293.851490 156.522804 373.212565
portal 2227.743622 1887.203989 742.087192
contemptible 1476.640248 723.302222 1337.385048
exploitative 277.883738 885.675405 725.766991
beechnut 1588.995759 2079.958749 906.687030
gradation 90.995319 2713.589002 2769.326646
shiver 434.767345 2056.140907 1882.453272
unilaterally 39.174723 42.797318 58.226126
junkyard 415.071662 468.893017 71.926605
pave 564.196373 2371.995150 2246.922873
puddling 555.375304 2495.162090 2144.435152
muscatel 27.614985 165.019301 144.136121
infamously 755.216024 1175.679728 1354.361336
twirled 185.588746 1084.766517 955.354235
summaries 234.789478 6.001461 239.457890
bivouacked 12.418873 242.391461 246.059464
appertain 1393.884008 1391.509624 1105.264444
waxier 289.836004 859.329753 656.365255
unending 973.162660 177.070251 983.971387
hitting 2399.476640 708.762657 2409.426782
midday 995.025852 633.701984 886.632065
purely 485.025062 412.914163 163.715616
accountability 53.549496 52.250924 1.993355
blockheads 1434.195678 303.353440 1627.175210
reopening 524.717412 2539.256091 2105.469878
stags 15.486343 128.078733 128.164048
disproportionates 2399.177113 482.093857 2450.049011
microbiologists 2744.444297 156.462282 2771.046055
canted 1217.121239 100.154373 1170.007765
nosebleed 700.096033 346.409073 889.489887
gnawn 13.130759 1349.361043 1345.233792
tonics 1610.363331 782.026534 1683.581922
gloving 1382.869500 794.396123 754.481640
uproots 200.651081 1287.680761 1305.057399
perspicacity 2445.006653 477.099903 2227.733520
consolidation 637.936699 696.343450 1168.049608
breaks 1159.008321 1207.772865 54.964739
treadles 1652.917212 1451.795571 1342.961821
debonairly 32.172087 143.419679 121.467487
talks 298.582509 692.424080 626.782474
trainees 455.875688 2177.946617 2470.449431
storey 2407.924274 2143.231036 680.289004
kitchenware 2374.122757 2161.438946 1273.931243
crofts 1132.640826 1943.037487 2468.153863
vicuñas 2527.776796 2024.433482 1080.228871
cookouts 1063.663196 1805.157442 1532.834778
brown 535.591143 45.778036 513.785672
insectivorous 980.656513 1226.937090 578.577174
collocate 40.977258 12.958241 33.231399
positively 545.976520 714.043567 962.193516
brawniness 1392.750335 1150.712353 588.705636
rogues 284.448905 134.035033 241.655451
murdering 1606.623091 2095.969510 1829.204786
octagonal 683.042241 2233.840329 2192.098933
onlookers 2850.879037 2552.905890 372.129508
rubberize 1267.079310 1394.462187 130.473730
gargantuan 508.487555 93.203398 531.890927
sacramental 510.844846 464.909265 281.904172
restates 130.652198 54.679559 126.519232
obscuring 1026.228291 1712.911473 1725.822249
wastebasket 1587.533026 552.375583 1690.344028
profoundest 346.004321 109.089116 283.726727
firebombing 678.173867 2009.206880 1744.011194
spherical 660.150348 1566.246840 998.934076
amnesia 743.361615 972.048776 701.799265
magnanimously 2178.183460 2492.741195 758.396383
specs 671.755208 2.674599 669.419354
seaway 2344.568780 2097.299206 291.802897
betrays 655.172609 1191.454595 1789.826351
bullet 343.313854 1067.850667 1400.212876
comparatives 494.956122 620.653440 151.621146
exhaled 223.076430 220.193880 24.347129
tapioca 2834.366070 579.916284 2361.055055
penitential 480.478149 362.465951 541.693562
revitalize 470.664208 930.913878 644.245644
exorcise 690.211878 753.310552 214.405296
retools 655.345878 595.771038 219.549373
hidebound 784.550214 1362.884749 1929.289917
beds 881.055481 1514.138989 2003.159360
snowmobiles 773.515770 987.878203 1025.517372
blacked 292.745762 1222.491945 1267.308782
jaguar 1879.256788 1293.841523 1912.000607
imprison 2336.699639 2770.443257 463.812515
wispiest 925.856278 1144.795573 504.402769
wormy 195.466844 1322.322388 1361.697951
underclothes 356.160267 549.483199 206.835185
loges 1228.661418 1206.068115 722.864417
scolds 247.359278 54.647689 246.041839
calicos 742.044198 765.957660 49.069218
ballerinas 0.279532 39.738208 39.583714
cadging 314.560823 363.149055 673.811571
fold 352.775411 214.072382 214.632263
screwing 2242.142635 1406.606951 1844.096591
nanosecond 265.252930 2524.134327 2518.824190
comportment 2409.639119 472.457655 2553.373135
soldering 1892.409038 1585.841623 844.013442
coloraturas 145.199662 1124.796306 1054.081500
birches 2051.659973 2072.379425 1061.458702
malevolently 836.885706 159.902991 756.098737
pots 137.494096 136.674835 29.950306
slackness 2114.817146 310.058313 2211.296744
leftmost 859.594823 1634.011053 1678.176993
reliefs 1125.693477 1520.621893 1012.228892
burlesquing 1436.250588 1144.594934 1440.172606
inhalant 1733.287742 1115.017354 1117.473438
attractiveness 245.171952 2106.088172 1907.108426
determinate 213.738946 228.866988 27.909207
highballs 3.202152 0.380211 2.886608
nor 746.537990 532.589129 663.991645
stolidest 481.669094 2243.260035 2123.098336
dithers 153.650194 344.919594 194.217004
seamanship 104.298578 2388.068976 2333.734901
freakiest 2603.103915 1780.076561 852.058952
restructures 1026.131315 38.496422 989.473406
evaluates 1950.140018 1269.996420 849.309602
rustles 1167.291107 1464.162502 1990.436273
vomiting 804.664326 262.396418 1009.684391
assets 1374.798526 665.577616 1650.376249
pyx 199.204053 402.544239 228.254136
lockjaw 1552.678432 1256.809350 751.795265
impossible 1739.376389 1902.133536 497.106907
outputs 224.295504 2257.386884 2448.852453
estates 158.702697 142.933268 44.736349
outwits 1909.480170 407.932107 2002.985273
diversion 88.042819 26.628108 87.968366
ultimate 6.937174 86.435471 84.420661
yews 189.770049 105.128654 219.232051
herbivore 1884.381013 1512.766986 511.684282
livest 1235.141505 1486.684223 759.142440
organizer 2083.211364 909.404232 1641.564274
subpoena 115.775380 1.506292 117.010171
things 1951.819598 1136.776010 1945.460166
mussiest 440.272794 1520.126534 1940.913486
pulp 848.666264 270.543828 929.110257
directing 313.946295 326.749083 50.940553
approvingly 620.620377 313.244142 503.788153
buttonholes 1419.297788 159.057237 1304.362945
buildups 1556.746637 1098.642850 488.621001
releasable 2131.008979 725.061067 2306.314831
influxes 701.712589 532.545908 1072.765889
square 1167.823439 791.950996 745.632707
goshes 755.213480 1833.938268 2368.520105
cooped 467.947280 1967.526967 1607.441700
shes 54.445340 12.941704 53.022792
footwork 36.026246 160.819142 153.169972
windy 2025.212420 2225.974264 243.574736
autocratically 1138.469170 90.142426 1060.478854
sardine 2.705659 256.304460 256.450206
stiffener 222.839438 2274.805750 2451.825160
purse 266.192983 1034.381345 1016.388704
sharkskin 10.997407 2.789175 9.067826
abet 816.934422 92.102638 780.481949
exorcize 2590.217314 1046.181867 1568.359947
desired 1744.272209 1837.476084 979.216996
veracity 2405.510148 2362.567815 446.998282
seemly 128.855785 1922.612925 1927.074469
boulevards 2821.469773 556.634188 2421.733465
adjourned 2329.774994 304.525840 2358.574278
intertwine 161.434049 181.379064 135.378334
decides 280.878103 665.421860 725.427802
oldies 2120.682663 976.948135 2254.638796
expenses 66.165056 599.021491 623.652323
escrow 181.374916 629.015474 696.282095
transmit 330.583289 834.949815 1128.926941
garrulity 1349.933297 2408.275488 1691.761632
grates 1887.138765 1823.590166 1724.174427
administratively 2598.892862 2615.345433 526.139811
spirally 732.630142 689.305229 97.004626
photocopy 2255.628850 2255.897018 37.556190
pharaoh 1526.444516 1493.678332 805.760954
millipede 1411.244386 44.794791 1426.153387
patron 881.996675 980.393593 1681.864399
stolen 2015.109607 984.120191 1261.990308
rather 379.380821 881.119851 861.181520
nostrum 999.456626 787.729516 808.629215
rowel 1839.404089 970.983032 1617.617839
saxophonist 2592.524980 370.868205 2707.279356
weirded 341.317003 110.492574 237.340624
typifies 2191.181412 267.278773 2072.629670
disfigures 530.881840 715.836947 1134.877897
orders 2476.378072 367.124850 2446.689877
goodies 2154.751952 507.476952 2386.971738
expatriate 930.021567 387.066973 1092.434632
nutcrackers 476.834188 1352.361103 1532.697124
henpecks 852.688442 267.303054 1082.923275
merriment 2048.501066 804.188215 2501.756439
crusties 1477.293614 1582.178726 243.462018
limos 53.722539 56.384550 6.663833
veldts 71.643176 75.569873 75.368785
misconstrue 2207.104762 112.609837 2122.955334
vining 138.644633 153.686792 271.110694
downswing 1126.319964 71.253497 1185.725577
pommelled 1066.887278 199.636353 1048.624421
markers 699.830246 1932.712661 1575.618799
elucidation 282.903317 319.192633 39.614503
dictatorships 1599.246433 1901.106063 2031.345836
decontamination 565.350785 710.390689 325.766736
outfields 86.827315 94.338900 17.245654
disaffecting 1991.520578 1991.656961 19.505088
tacitly 211.908638 232.002932 433.777020
toughens 255.945374 120.464638 144.224355
sailfish 28.026618 73.592451 75.701718
leveraged 2107.964589 1109.773151 1794.378074
brethren 259.328113 1700.163682 1482.970088
unit 1163.465443 1782.938900 769.047753
propaganda 1196.801544 312.863002 1477.295968
trilaterals 2865.520510 45.827094 2842.270715
reconnects 848.205301 1441.574347 724.286731
antithesis 350.094737 1659.578663 1407.024962
troubleshoots 241.687212 1921.243441 1686.041754
enamor 1308.423877 1568.291636 340.699496
mortifying 13.480000 1182.476490 1170.230774
saved 1250.649465 55.342996 1285.624337
quickly 2171.622719 935.813900 2154.675293
waterlogged 850.252223 5.080613 847.975866
chemicals 235.211779 208.006145 255.878382
acquited 2585.019288 828.821075 1904.857113
initialled 2608.876599 352.093129 2351.951810
privatizing 500.052356 112.608522 419.525598
chipper 1177.478409 1234.594258 59.529486
sixteens 372.479062 830.373853 488.441517
breakage 26.600449 66.000708 90.832517
snort 638.326035 671.329744 1236.746501
masterful 2240.812707 1115.251289 1218.205772
hermaphroditic 14.497131 20.234954 7.614716
echo 450.742600 529.488615 82.286681
workout 1587.870597 1590.637667 28.845109
vocalist 1940.908960 1159.172169 1245.349377
coiffed 779.924576 921.001628 286.800745
fugitives 1422.925676 391.598843 1453.462233
legibility 97.130530 692.033276 612.416128
blobs 44.021749 66.648380 65.113635
letterbox 28.673827 1992.576632 1965.443773
marshiest 1427.685040 1332.146434 233.210970
icicles 24.845949 869.858126 860.506770
temporarily 1148.800858 830.066328 1566.677616
aloft 240.206613 185.542313 411.166842
wrongfully 651.596112 2597.353550 2224.106536
boggier 1295.403493 2046.952661 1826.162990
frisked 190.546870 11.222327 194.530428
tastiest 673.379588 1930.262035 2018.901392
overtake 2346.739978 2514.314354 900.068256
excepts 126.104623 116.245734 22.403590
sanctified 1103.841229 646.947469 888.933701
manacle 1165.710742 1568.193291 537.781928
reexamining 1513.648787 451.983353 1112.714566
dieting 1670.862112 2030.143747 370.361618
safeties 1181.278046 1138.792068 53.143556
